-0.99061,-1.021,1.0225,1
-1.2374,-0.93532,0.83496,1
0.97344,-1.001,1.2614,-1
1.0854,-0.97915,1.0558,-1
1.1415,1.2442,-0.87255,-1
0.78375,-0.75771,1.0319,1
-0.93726,0.99959,0.98538,1
0.98068,0.97067,1.0587,1
-0.9762,-0.90836,0.57796,1
0.85613,-0.91427,-1.4381,-1
0.84099,-0.95376,0.85571,1
1.1726,-0.97215,1.2019,-1
-0.99774,0.99934,-1.0285,1
-0.99805,-0.99551,-1.1406,1
-1.3462,1.0772,-1.1572,-1
-1.2328,1.227,0.79054,1
-1.0016,-1.0015,0.68062,-1
0.98803,0.97606,-1.049,1
-1.0026,0.99917,1.2406,1
0.75608,0.81426,-1.0121,1
1.123,-1.3843,0.86647,1
-0.99739,0.71001,-1.1637,-1
-1.0054,-1.0217,-0.97805,1
1.088,0.97724,-0.99943,1
1.0032,-1.007,-1.0311,-1
-0.97834,1.1151,0.87916,-1
0.94395,-1.0031,1.0543,1
-1.0547,-1.2664,-0.82209,-1
-1.0722,-1.025,-0.98251,1
-0.99391,-0.99375,1.2111,-1
-0.97959,-1.0028,0.96122,1
0.89634,1.0863,1.4518,-1
0.97214,1.0072,-1.0343,-1
-1.0341,0.90989,0.53594,1
0.94793,0.91753,1.3078,1
-1.023,-0.99499,1.0683,-1
0.96972,-0.96517,-1.0716,1
0.92455,-1.4677,-1.4869,1
0.78512,1.1445,-0.90165,1
-0.87403,0.95368,-0.88549,-1
-1.1349,-1.1913,0.49982,1
-0.68113,-1.0063,-0.81673,-1
0.91295,1.0203,1.041,1
-0.98793,-1.0193,-1.0404,1
-0.9682,-0.99675,1.0005,-1
-0.72435,-1.0689,-0.81018,1
1.0102,-0.99699,-0.91245,1
1.0163,-1.0003,-1.0107,1
1.072,1.0807,-0.91396,1
-0.98437,-1.0257,1.0266,1
-1.1132,-1.4988,-0.81227,1
1.2794,1.1357,1.2981,1
-1.0075,-0.98511,-1.0137,1
-0.96589,0.89656,-0.99217,1
0.94391,1.0427,-1.0252,1
1.0795,-1.0268,-0.99686,-1
-1.0001,1.0035,-1.0091,1
0.7088,-1.3149,1.2502,1
1.0383,1.0474,-1.0885,-1
-1.5311,-0.93617,-1.4059,1
1.0282,0.99116,-1.0139,-1
-1.0178,1.3753,-1.3271,1
-1.166,-0.93782,-1.0345,-1
-0.94789,-0.90179,0.94652,1
1.1163,0.9418,1.0361,1
0.96884,1.0238,0.94387,1
1.0624,0.99826,-1.1772,1
0.86284,1.2148,-0.70259,-1
0.54133,-1.2026,0.6762,1
0.9662,-1.005,-1.0264,-1
-0.95903,1.0074,0.9374,1
-0.83231,0.57544,-0.47266,-1
1.2293,-0.91793,1.2306,1
-0.88155,-0.94161,0.9681,1
1.0718,0.96911,0.68033,1
-0.89777,-1.0915,-1.2983,1
-1.1834,-0.95046,1.4331,1
-1.0392,0.97052,-0.53433,1
0.945,0.97467,0.80157,1
-0.99861,-1.0009,-1.0119,-1
-0.93029,-0.98514,0.98411,1
1.0029,1.033,-1.0175,1
1.0021,1.0322,-1.0063,-1
-0.61935,1.0417,0.72916,1
-0.69573,-0.92203,1.1607,-1
-1.0108,1.0165,-1.0108,1
1.1582,1.2293,-0.78575,1
1.1164,-1.1481,0.65467,1
1.016,-1.0101,-1.6477,-1
-1.0131,1.3262,1.5157,-1
1.0006,0.99997,-1.0675,-1
-1.4176,0.59079,1.0977,-1
1.0921,-1.1271,-0.86443,-1
-1.2744,0.86468,1.2479,1
1.0559,-0.98182,0.92346,-1
1.0346,-0.92281,1.3308,1
-0.97147,1.0271,1.524,1
-1.1616,1.2012,0.94329,1
1.0106,0.99916,1.0077,1
-1.0058,-1.0008,0.85124,1
-0.98013,0.99924,1.0678,-1
1.3673,-0.92477,1.2067,1
-1.0481,-0.96021,-1.0507,-1
-0.87195,0.83915,-1.2304,1
-0.99054,0.91235,1.0072,1
1.0255,-1.0071,1.2592,1
0.97263,0.97776,1.0519,-1
1.0343,-1.0023,0.99516,1
0.90431,0.98625,0.98054,-1
-1.0027,1.0003,1.0248,1
-0.97389,1.1082,0.5702,1
1.0355,-0.96983,-0.95294,1
-0.91111,-0.98,-0.99658,-1
-0.82604,-1.0266,1.0218,1
-1.0017,-0.99871,0.99983,-1
-0.9567,1.0547,-1.0128,1
0.6867,0.62363,-1.2259,1
-0.80019,1.0481,-1.3028,1
-0.99352,1.0097,-1.0252,-1
1.0414,1.0836,-1.0246,1
-1.1237,1.0288,1.0626,1
1.1084,-0.83952,0.76295,-1
0.99373,1.2298,0.74279,1
-1.2422,1.1285,-1.0182,1
0.97974,1.344,1.1376,1
0.94809,-0.93885,1.0015,1
-0.99404,1.1052,1.3789,-1
-0.92328,-1.0211,-1.0272,1
0.97285,0.98506,-1.0256,-1
-1.2931,-0.85546,-0.87089,-1
-0.99676,-1.0119,0.99618,1
0.90752,1.1176,0.46407,-1
